# Stock Market Information for MSFT
# Open,High,Low,Volume,Close
47.5700,47.7700,46.0200,52433020,46.2800
47.8200,48.1600,47.3100,50369191,47.6000
48.3700,48.8700,48.1800,34039485,48.2400
48.5800,48.8750,48.4000,38937336,48.6550
48.7000,49.5400,48.6000,64725457,48.6400
48.7200,49.3100,48.5000,47804562,49.0600
47.7800,49.2100,47.7000,60730778,49.1550
47.2300,48.1300,47.2200,59248172,48.0300
45.6600,48.1400,45.6500,130933665,47.8700
42.8900,43.6100,42.8000,46309530,43.3400
42.6700,43.1300,42.5500,25064273,42.9850
43.0000,43.1500,42.5300,26013844,42.6350
41.7300,43.1700,41.6800,46057733,42.9050
41.6700,41.7400,41.1600,42387608,41.6150
41.9500,42.3400,41.8200,22509652,42.1600
41.7600,42.4600,41.6800,27343581,42.2550
41.8000,42.0300,41.3900,24244382,41.6500
41.4000,42.0600,41.3900,30276692,41.7600
41.6300,41.9500,41.4100,28022002,41.7200
41.2500,41.6200,41.2500,25723861,41.4800
41.4600,41.6900,41.0400,24753438,41.4200
41.6100,41.9100,41.3100,28809375,41.5300
40.3400,41.7800,40.1800,39223692,41.5450
40.6600,40.7400,40.1200,37487476,40.2900
40.6000,40.7600,40.3100,36865322,40.7200
40.7800,41.0300,40.5400,34887219,40.6550
41.1000,41.5400,40.9100,35049662,40.9600
41.1200,41.4300,40.8300,34401398,40.9700
41.2200,41.6100,40.9200,37495627,41.2100
42.9200,42.9250,41.4400,43469907,41.4600
42.7800,43.1700,42.7500,25513252,42.9000
42.8800,43.1300,42.7800,26246086,42.8550
42.5600,42.9800,42.4900,71904529,42.8800
42.2600,42.5900,42.2200,33879066,42.2850
41.4300,42.8300,41.3300,44194771,42.5000
41.3700,41.8300,41.1500,31673448,41.6950
41.4700,41.6400,41.2800,35273452,41.5600
40.7000,41.4700,40.6100,58007705,41.3800
41.3300,41.6500,40.8600,59992502,41.0200
42.3100,42.3700,41.8400,32215314,41.9800
42.3500,42.7100,42.0300,39159730,42.0300
42.1900,43.1250,42.1900,32107957,42.8500
43.0000,43.1100,42.1500,36248785,42.3600
43.0700,43.2400,42.8200,23193541,43.1100
43.0100,43.2100,42.8800,25748692,43.0550
43.5600,43.8250,43.0900,31748648,43.2800
43.6700,44.1900,43.5500,31924049,43.8800
44.1300,44.2000,43.6600,33807740,43.8500
43.9900,44.2300,43.8900,28957329,44.0550
43.9500,44.0900,43.8000,29759820,43.9900
44.1500,44.3000,43.9200,25271747,44.0900
43.7000,44.1900,43.6500,32518754,44.1500
43.5100,43.8800,43.2900,29721133,43.8550
43.1800,43.5263,43.0500,27603420,43.5000
43.6300,43.7000,43.3900,27111657,43.5300
43.9700,44.0000,43.1900,33695749,43.5800
43.3800,43.8700,43.1500,40264887,43.8700
42.6600,43.0900,42.5100,33268831,43.0900
42.6500,42.6500,42.2100,38262509,42.3800
42.7400,42.7700,42.1800,29670676,42.6000
42.2400,42.7400,42.2100,31381061,42.3600
42.6800,42.7900,42.1500,34616554,42.4100
42.2200,42.6400,41.8550,36548168,42.4500
41.9400,42.2100,41.3600,41614812,41.8400
41.6300,41.9300,41.0450,52082448,41.6000
40.5900,41.3700,40.2300,50352532,41.2800
41.5500,41.5800,40.3500,78004944,40.4000
40.9300,42.1200,40.7900,63585273,42.0100
42.7400,42.7900,41.1600,84507078,41.1900
42.9500,43.2000,42.1050,169163953,42.6600
47.0000,47.1339,46.2399,42525530,47.0100
47.3600,47.3900,46.8000,26211594,47.1800
46.3800,47.1350,46.0800,35898035,47.1300
45.9400,46.1400,45.4800,39081143,45.9200
46.3000,46.6500,45.5700,36161860,46.3900
45.3100,46.2800,45.1700,35695289,46.2400
46.2200,46.3800,45.4100,32750779,45.4800
45.9600,46.2400,45.6200,29719580,45.9550
46.9700,47.9100,46.0600,35270601,46.3550
47.4200,47.5400,46.3600,23651887,46.6000
47.6100,47.8200,46.9000,23715642,47.1900
46.7500,47.7499,46.7200,29645202,47.5900
45.9800,46.4600,45.4900,29114061,46.2300
46.3800,46.7490,45.5400,36447854,45.6500
46.3700,46.7300,46.2500,39673865,46.3250
46.6600,47.4200,46.5400,27913852,46.7600
46.7300,47.4400,46.4500,21552450,46.4500
47.4400,47.6200,46.8400,16384692,47.0200
47.7000,47.7800,47.2600,14439518,47.4500
48.4100,48.4100,47.8200,13197817,47.8800
48.6400,48.6400,48.0800,11442790,48.1400
48.3700,48.8000,48.1300,23656529,48.4500
47.7800,48.1200,47.7100,26565984,47.9800
47.6300,48.1000,47.1700,64551182,47.6600
46.5800,47.5200,46.3386,40105550,47.5200
45.0500,45.9450,44.9000,34970865,45.7400
45.9000,46.3400,45.1300,47801392,45.1600
47.2000,47.6700,46.5500,29247761,46.6700
46.7800,47.7300,46.6700,34248371,46.9500
47.0800,47.7400,46.6800,29061918,47.1700
47.5800,47.6600,46.7001,30431788,46.9000
47.1100,47.9200,47.0500,24330506,47.5900
48.2600,48.3500,47.4450,26663107,47.6950
48.8200,48.9700,48.3800,27313449,48.4200
48.3900,49.0600,48.2000,30345132,48.8400
48.4400,48.5000,47.8050,23534752,48.0800
48.8400,49.0500,48.2000,25773478,48.4600
47.8800,48.7800,47.7100,31191575,48.6200
47.9500,48.1950,47.6100,21534426,47.8100
47.4900,47.9900,47.2800,27164877,47.7500
47.6600,47.9700,47.4500,28007993,47.4700
47.9900,48.0000,47.3900,35434245,47.5900
49.0200,49.0500,47.5700,42884795,47.9800
48.0000,48.7000,47.8700,21510587,48.7000
48.6600,48.7549,47.9300,26177450,48.2200
49.1300,49.3250,48.7000,23996457,48.7400
49.4100,49.7050,49.1400,30318648,49.4600
49.7400,50.0450,49.3900,29081657,49.5800
48.8100,49.6450,48.7050,26210433,49.6100
48.5600,48.9200,48.5200,22722123,48.7800
48.8500,48.9300,48.6450,23445239,48.8700
48.6500,49.1500,48.5500,36370067,48.8900
48.9200,48.9200,48.2901,28000598,48.6800
47.8600,48.8600,47.7900,33037841,48.7000
47.8000,47.9000,47.2600,22449594,47.8600
47.3010,47.7300,47.2500,21530813,47.5700
46.8900,47.4600,46.7300,23130397,47.4400
46.9400,46.9700,46.4800,35849656,46.9500
46.3200,46.3200,45.7700,30073873,46.0500
46.4400,46.7000,46.3400,30283622,46.6200
45.8600,46.5000,45.7700,29049750,46.4900
45.7100,46.1000,45.7100,30371308,45.9100
46.8300,46.9000,45.1800,61081039,46.1300
44.6200,45.4450,44.5300,45451869,45.0200
45.0000,45.0700,44.2250,33579817,44.3800
44.3600,44.9750,44.1900,36433824,44.8800
43.0600,44.1400,42.8100,34530887,44.0800
43.2000,43.9350,42.7900,40683346,43.6300
42.5300,43.0800,42.2200,49040989,42.7400
43.0000,43.3900,42.1000,60220961,43.2200
43.8700,44.3800,43.5600,38120558,43.7300
43.8200,44.5600,43.4900,37100207,43.6500
45.6000,46.1200,43.9500,51978146,44.0300
